name,link
"Hypercortisolism (See: Hypercortisolism, also known asCushing syndrome)",https://www.mayoclinic.org/diseases-conditions/cushing-syndrome/symptoms-causes/syc-20351310
Hypereosinophilic syndrome,https://www.mayoclinic.org/diseases-conditions/hypereosinophilic-syndrome/symptoms-causes/syc-20352854
Hyperglycemia in diabetes,https://www.mayoclinic.org/diseases-conditions/hyperglycemia/symptoms-causes/syc-20373631
Hyperhidrosis,https://www.mayoclinic.org/diseases-conditions/hyperhidrosis/symptoms-causes/syc-20367152
"Hypermenorrhea (See: Hypermenorrhea, also known asMenorrhagia)",https://www.mayoclinic.org/diseases-conditions/menorrhagia/symptoms-causes/syc-20352829
"Hyperopia (See: Hyperopia, also known asFarsightedness)",https://www.mayoclinic.org/diseases-conditions/farsightedness/symptoms-causes/syc-20372495
Hyperoxaluria and oxalosis,https://www.mayoclinic.org/diseases-conditions/hyperoxaluria/symptoms-causes/syc-20352254
Hyperparathyroidism,https://www.mayoclinic.org/diseases-conditions/hyperparathyroidism/symptoms-causes/syc-20356194
"Hypersexuality (See: Hypersexuality, also known asCompulsive sexual behavior)",https://www.mayoclinic.org/diseases-conditions/compulsive-sexual-behavior/symptoms-causes/syc-20360434
"Hypertension (See: Hypertension, also known asHigh blood pressure (hypertension))",https://www.mayoclinic.org/diseases-conditions/high-blood-pressure/symptoms-causes/syc-20373410
"Hypertension, pregnancy-related (See: Hypertension, pregnancy-related, also known asPreeclampsia)",https://www.mayoclinic.org/diseases-conditions/preeclampsia/symptoms-causes/syc-20355745
"Hypertension, pulmonary (See: Hypertension, pulmonary, also known asPulmonary hypertension)",https://www.mayoclinic.org/diseases-conditions/pulmonary-hypertension/symptoms-causes/syc-20350697
Hyperthyroidism,https://www.mayoclinic.org/diseases-conditions/hyperthyroidism/symptoms-causes/syc-20373659
Hypertrophic cardiomyopathy,https://www.mayoclinic.org/diseases-conditions/hypertrophic-cardiomyopathy/symptoms-causes/syc-20350198
"Hypoactive sexual desire disorder (See: Hypoactive sexual desire disorder, also known asLow sex drive in women)",https://www.mayoclinic.org/diseases-conditions/low-sex-drive-in-women/symptoms-causes/syc-20374554
"Hypochondria (See: Hypochondria, also known asIllness anxiety disorder)",https://www.mayoclinic.org/diseases-conditions/illness-anxiety-disorder/symptoms-causes/syc-20373782
Hypoglycemia,https://www.mayoclinic.org/diseases-conditions/hypoglycemia/symptoms-causes/syc-20373685
"Hypoglycemia, diabetic (See: Hypoglycemia, diabetic, also known asDiabetic hypoglycemia)",https://www.mayoclinic.org/diseases-conditions/diabetic-hypoglycemia/symptoms-causes/syc-20371525
"Hypohidrosis (See: Hypohidrosis, also known asAnhidrosis)",https://www.mayoclinic.org/diseases-conditions/anhidrosis/symptoms-causes/syc-20369400
"Hypohydration (See: Hypohydration, also known asDehydration)",https://www.mayoclinic.org/diseases-conditions/dehydration/symptoms-causes/syc-20354086
Hyponatremia,https://www.mayoclinic.org/diseases-conditions/hyponatremia/symptoms-causes/syc-20373711
Hypoparathyroidism,https://www.mayoclinic.org/diseases-conditions/hypoparathyroidism/symptoms-causes/syc-20355375
Hypopituitarism,https://www.mayoclinic.org/diseases-conditions/hypopituitarism/symptoms-causes/syc-20351645
Hypoplastic left heart syndrome,https://www.mayoclinic.org/diseases-conditions/hypoplastic-left-heart-syndrome/symptoms-causes/syc-20350599
Hypospadias,https://www.mayoclinic.org/diseases-conditions/hypospadias/symptoms-causes/syc-20355148
"Hypotension (See: Hypotension, also known asLow blood pressure (hypotension))",https://www.mayoclinic.org/diseases-conditions/low-blood-pressure/symptoms-causes/syc-20355465
Hypothermia,https://www.mayoclinic.org/diseases-conditions/hypothermia/symptoms-causes/syc-20352682
Hypothyroidism,https://www.mayoclinic.org/diseases-conditions/hypothyroidism/symptoms-causes/syc-20350284
"IBD (See: IBD, also known asInflammatory bowel disease (IBD))",https://www.mayoclinic.org/diseases-conditions/inflammatory-bowel-disease/symptoms-causes/syc-20353315
"IBS (See: IBS, also known asIrritable bowel syndrome)",https://www.mayoclinic.org/diseases-conditions/irritable-bowel-syndrome/symptoms-causes/syc-20360016
Ice cream headaches,https://www.mayoclinic.org/diseases-conditions/ice-cream-headaches/symptoms-causes/syc-20373733
Ichthyosis vulgaris,https://www.mayoclinic.org/diseases-conditions/ichthyosis-vulgaris/symptoms-causes/syc-20373754
"Identity disorder, dissociative (See: Identity disorder, dissociative, also known asDissociative disorders)",https://www.mayoclinic.org/diseases-conditions/dissociative-disorders/symptoms-causes/syc-20355215
Idiopathic hypersomnia,https://www.mayoclinic.org/diseases-conditions/hypersomnia/symptoms-causes/syc-20362332
"Idiopathic intracranial hypertension (See: Idiopathic intracranial hypertension, also known asPseudotumor cerebri)",https://www.mayoclinic.org/diseases-conditions/pseudotumor-cerebri/symptoms-causes/syc-20354031
"Idiopathic myelofibrosis (See: Idiopathic myelofibrosis, also known asMyelofibrosis)",https://www.mayoclinic.org/diseases-conditions/myelofibrosis/symptoms-causes/syc-20355057
"Idiopathic toe walking (See: Idiopathic toe walking, also known asToe walking in children)",https://www.mayoclinic.org/diseases-conditions/toe-walking/symptoms-causes/syc-20378410
IgA nephropathy (Berger's disease),https://www.mayoclinic.org/diseases-conditions/iga-nephropathy/symptoms-causes/syc-20352268
"IgA vasculitis (See: IgA vasculitis, also known asHenoch-Schonlein purpura)",https://www.mayoclinic.org/diseases-conditions/henoch-schonlein-purpura/symptoms-causes/syc-20354040
"IIH (See: IIH, also known asPseudotumor cerebri)",https://www.mayoclinic.org/diseases-conditions/pseudotumor-cerebri/symptoms-causes/syc-20354031
Illness anxiety disorder,https://www.mayoclinic.org/diseases-conditions/illness-anxiety-disorder/symptoms-causes/syc-20373782
"Immune thrombocytopenia (See: Immune thrombocytopenia, also known asImmune thrombocytopenia (ITP))",https://www.mayoclinic.org/diseases-conditions/idiopathic-thrombocytopenic-purpura/symptoms-causes/syc-20352325
Immune thrombocytopenia (ITP),https://www.mayoclinic.org/diseases-conditions/idiopathic-thrombocytopenic-purpura/symptoms-causes/syc-20352325
"Immune thrombocytopenic purpura (See: Immune thrombocytopenic purpura, also known asImmune thrombocytopenia (ITP))",https://www.mayoclinic.org/diseases-conditions/idiopathic-thrombocytopenic-purpura/symptoms-causes/syc-20352325
Impacted wisdom teeth,https://www.mayoclinic.org/diseases-conditions/wisdom-teeth/symptoms-causes/syc-20373808
Impetigo,https://www.mayoclinic.org/diseases-conditions/impetigo/symptoms-causes/syc-20352352
"Impotence (See: Impotence, also known asErectile dysfunction)",https://www.mayoclinic.org/diseases-conditions/erectile-dysfunction/symptoms-causes/syc-20355776
Incompetent cervix,https://www.mayoclinic.org/diseases-conditions/incompetent-cervix/symptoms-causes/syc-20373836
"Incomplete fracture (See: Incomplete fracture, also known asGreenstick fractures)",https://www.mayoclinic.org/diseases-conditions/greenstick-fractures/symptoms-causes/syc-20351962
"Incontinence, bowel (See: Incontinence, bowel, also known asFecal incontinence)",https://www.mayoclinic.org/diseases-conditions/fecal-incontinence/symptoms-causes/syc-20351397
"Incontinence, fecal (See: Incontinence, fecal, also known asFecal incontinence)",https://www.mayoclinic.org/diseases-conditions/fecal-incontinence/symptoms-causes/syc-20351397
"Incontinence, nighttime (See: Incontinence, nighttime, also known asBed-wetting)",https://www.mayoclinic.org/diseases-conditions/bed-wetting/symptoms-causes/syc-20366685
"Incontinence, urinary (See: Incontinence, urinary, also known asUrinary incontinence)",https://www.mayoclinic.org/diseases-conditions/urinary-incontinence/symptoms-causes/syc-20352808
Indigestion,https://www.mayoclinic.org/diseases-conditions/indigestion/symptoms-causes/syc-20352211
Infant jaundice,https://www.mayoclinic.org/diseases-conditions/infant-jaundice/symptoms-causes/syc-20373865
Infant reflux,https://www.mayoclinic.org/diseases-conditions/infant-acid-reflux/symptoms-causes/syc-20351408
"Infantile hemangioma (See: Infantile hemangioma, also known asHemangioma)",https://www.mayoclinic.org/diseases-conditions/hemangioma/symptoms-causes/syc-20352334
"Infectious arthritis (See: Infectious arthritis, also known asSeptic arthritis)",https://www.mayoclinic.org/diseases-conditions/bone-and-joint-infections/symptoms-causes/syc-20350755
Infectious diseases,https://www.mayoclinic.org/diseases-conditions/infectious-diseases/symptoms-causes/syc-20351173
Infertility,https://www.mayoclinic.org/diseases-conditions/infertility/symptoms-causes/syc-20354317
"Infertility, female (See: Infertility, female, also known asFemale infertility)",https://www.mayoclinic.org/diseases-conditions/female-infertility/symptoms-causes/syc-20354308
"Infertility, male (See: Infertility, male, also known asMale infertility)",https://www.mayoclinic.org/diseases-conditions/male-infertility/symptoms-causes/syc-20374773
Inflammatory bowel disease (IBD),https://www.mayoclinic.org/diseases-conditions/inflammatory-bowel-disease/symptoms-causes/syc-20353315
Inflammatory breast cancer,https://www.mayoclinic.org/diseases-conditions/inflammatory-breast-cancer/symptoms-causes/syc-20355413
"Inflammed gallbladder (See: Inflammed gallbladder, also known asCholecystitis)",https://www.mayoclinic.org/diseases-conditions/cholecystitis/symptoms-causes/syc-20364867
"Inflammed pancreas (See: Inflammed pancreas, also known asPancreatitis)",https://www.mayoclinic.org/diseases-conditions/pancreatitis/symptoms-causes/syc-20360227
"Inflammed pericardium (See: Inflammed pericardium, also known asPericarditis)",https://www.mayoclinic.org/diseases-conditions/pericarditis/symptoms-causes/syc-20352510
Influenza (flu),https://www.mayoclinic.org/diseases-conditions/flu/symptoms-causes/syc-20351719
"Influenza, avian (See: Influenza, avian, also known asBird flu (avian influenza))",https://www.mayoclinic.org/diseases-conditions/bird-flu/symptoms-causes/syc-20368455
"Influenza, H1N1 (See: Influenza, H1N1, also known asSwine flu (H1N1 flu))",https://www.mayoclinic.org/diseases-conditions/swine-flu/symptoms-causes/syc-20378103
"Influenza, swine flu (See: Influenza, swine flu, also known asSwine flu (H1N1 flu))",https://www.mayoclinic.org/diseases-conditions/swine-flu/symptoms-causes/syc-20378103
Ingrown hair,https://www.mayoclinic.org/diseases-conditions/ingrown-hair/symptoms-causes/syc-20373893
Ingrown toenails,https://www.mayoclinic.org/diseases-conditions/ingrown-toenails/symptoms-causes/syc-20355903
Inguinal hernia,https://www.mayoclinic.org/diseases-conditions/inguinal-hernia/symptoms-causes/syc-20351547
"Inherited metabolic disorder (See: Inherited metabolic disorder, also known asInherited metabolic disorders)",https://www.mayoclinic.org/diseases-conditions/inherited-metabolic-disorders/symptoms-causes/syc-20352590
Inherited metabolic disorders,https://www.mayoclinic.org/diseases-conditions/inherited-metabolic-disorders/symptoms-causes/syc-20352590
Insomnia,https://www.mayoclinic.org/diseases-conditions/insomnia/symptoms-causes/syc-20355167
"Insulin resistance syndrome (See: Insulin resistance syndrome, also known asMetabolic syndrome)",https://www.mayoclinic.org/diseases-conditions/metabolic-syndrome/symptoms-causes/syc-20351916
Intermittent explosive disorder,https://www.mayoclinic.org/diseases-conditions/intermittent-explosive-disorder/symptoms-causes/syc-20373921
Interstitial cystitis,https://www.mayoclinic.org/diseases-conditions/interstitial-cystitis/symptoms-causes/syc-20354357
Interstitial lung disease,https://www.mayoclinic.org/diseases-conditions/interstitial-lung-disease/symptoms-causes/syc-20353108
Intestinal ischemia,https://www.mayoclinic.org/diseases-conditions/intestinal-ischemia/symptoms-causes/syc-20373946
"Intestinal lipodystrophy (See: Intestinal lipodystrophy, also known asWhipple's disease)",https://www.mayoclinic.org/diseases-conditions/whipples-disease/symptoms-causes/syc-20378946
Intestinal obstruction,https://www.mayoclinic.org/diseases-conditions/intestinal-obstruction/symptoms-causes/syc-20351460
Intracranial hematoma,https://www.mayoclinic.org/diseases-conditions/intracranial-hematoma/symptoms-causes/syc-20356145
Intracranial venous malformations,https://www.mayoclinic.org/diseases-conditions/intracranial-venous-malformations/symptoms-causes/syc-20353336
"Intraductal carcinoma (See: Intraductal carcinoma, also known asDuctal carcinoma in situ (DCIS))",https://www.mayoclinic.org/diseases-conditions/dcis/symptoms-causes/syc-20371889
"Intrahepatic cholestasis of pregnancy (See: Intrahepatic cholestasis of pregnancy, also known asCholestasis of pregnancy)",https://www.mayoclinic.org/diseases-conditions/cholestasis-of-pregnancy/symptoms-causes/syc-20363257
"Intraocular melanoma (See: Intraocular melanoma, also known asEye melanoma)",https://www.mayoclinic.org/diseases-conditions/eye-melanoma/symptoms-causes/syc-20372371
Intussusception,https://www.mayoclinic.org/diseases-conditions/intussusception/symptoms-causes/syc-20351452
Invasive lobular carcinoma,https://www.mayoclinic.org/diseases-conditions/invasive-lobular-carcinoma/symptoms-causes/syc-20373973
Iritis,https://www.mayoclinic.org/diseases-conditions/iritis/symptoms-causes/syc-20354961
Iron deficiency anemia,https://www.mayoclinic.org/diseases-conditions/iron-deficiency-anemia/symptoms-causes/syc-20355034
"Iron overload (See: Iron overload, also known asHemochromatosis)",https://www.mayoclinic.org/diseases-conditions/hemochromatosis/symptoms-causes/syc-20351443
Irritable bowel syndrome,https://www.mayoclinic.org/diseases-conditions/irritable-bowel-syndrome/symptoms-causes/syc-20360016
"Ischemia, intestinal (See: Ischemia, intestinal, also known asIntestinal ischemia)",https://www.mayoclinic.org/diseases-conditions/intestinal-ischemia/symptoms-causes/syc-20373946
Ischemic colitis,https://www.mayoclinic.org/diseases-conditions/ischemic-colitis/symptoms-causes/syc-20374001
"Ischemic priapism (See: Ischemic priapism, also known asPriapism)",https://www.mayoclinic.org/diseases-conditions/priapism/symptoms-causes/syc-20352005
"Islet cell cancer (See: Islet cell cancer, also known asPancreatic neuroendocrine tumors)",https://www.mayoclinic.org/diseases-conditions/pancreatic-neuroendocrine-tumors/symptoms-causes/syc-20352489
Itchy skin (pruritus),https://www.mayoclinic.org/diseases-conditions/itchy-skin/symptoms-causes/syc-20355006
"ITP (See: ITP, also known asImmune thrombocytopenia (ITP))",https://www.mayoclinic.org/diseases-conditions/idiopathic-thrombocytopenic-purpura/symptoms-causes/syc-20352325
Jaw tumors and cysts,https://www.mayoclinic.org/diseases-conditions/jaw-tumors-cysts/symptoms-causes/syc-20350973
Jellyfish stings,https://www.mayoclinic.org/diseases-conditions/jellyfish-stings/symptoms-causes/syc-20353284
Jet lag disorder,https://www.mayoclinic.org/diseases-conditions/jet-lag/symptoms-causes/syc-20374027
Jock itch,https://www.mayoclinic.org/diseases-conditions/jock-itch/symptoms-causes/syc-20353807
"Joint dislocation (See: Joint dislocation, also known asDislocation)",https://www.mayoclinic.org/diseases-conditions/dislocation/symptoms-causes/syc-20354113
"Jumper's knee (See: Jumper's knee, also known asPatellar tendinitis)",https://www.mayoclinic.org/diseases-conditions/patellar-tendinitis/symptoms-causes/syc-20376113
Juvenile fibromyalgia,https://www.mayoclinic.org/diseases-conditions/juvenile-fibromyalgia/symptoms-causes/syc-20374053
Juvenile idiopathic arthritis,https://www.mayoclinic.org/diseases-conditions/juvenile-idiopathic-arthritis/symptoms-causes/syc-20374082
"Juvenile rheumatoid arthritis (See: Juvenile rheumatoid arthritis, also known asJuvenile idiopathic arthritis)",https://www.mayoclinic.org/diseases-conditions/juvenile-idiopathic-arthritis/symptoms-causes/syc-20374082
"Juvenile schizophrenia (See: Juvenile schizophrenia, also known asChildhood schizophrenia)",https://www.mayoclinic.org/diseases-conditions/childhood-schizophrenia/symptoms-causes/syc-20354483
Kaposi's sarcoma,https://www.mayoclinic.org/diseases-conditions/kaposis-sarcoma/cdc-20387726
Kawasaki disease,https://www.mayoclinic.org/diseases-conditions/kawasaki-disease/symptoms-causes/syc-20354598
Keratitis,https://www.mayoclinic.org/diseases-conditions/keratitis/symptoms-causes/syc-20374110
"Keratoconjunctivitis sicca (See: Keratoconjunctivitis sicca, also known asDry eyes)",https://www.mayoclinic.org/diseases-conditions/dry-eyes/symptoms-causes/syc-20371863
Keratoconus,https://www.mayoclinic.org/diseases-conditions/keratoconus/symptoms-causes/syc-20351352
Keratosis pilaris,https://www.mayoclinic.org/diseases-conditions/keratosis-pilaris/symptoms-causes/syc-20351149
"Keratosis, actinic (See: Keratosis, actinic, also known asActinic keratosis)",https://www.mayoclinic.org/diseases-conditions/actinic-keratosis/symptoms-causes/syc-20354969
"Keratosis, seborrheic (See: Keratosis, seborrheic, also known asSeborrheic keratosis)",https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353878
"Ketoacidosis, diabetic (See: Ketoacidosis, diabetic, also known asDiabetic ketoacidosis)",https://www.mayoclinic.org/diseases-conditions/diabetic-ketoacidosis/symptoms-causes/syc-20371551
Kidney cancer,https://www.mayoclinic.org/diseases-conditions/kidney-cancer/symptoms-causes/syc-20352664
Kidney cysts,https://www.mayoclinic.org/diseases-conditions/kidney-cysts/symptoms-causes/syc-20374134
"Kidney disease, chronic (See: Kidney disease, chronic, also known asChronic kidney disease)",https://www.mayoclinic.org/diseases-conditions/chronic-kidney-disease/symptoms-causes/syc-20354521
"Kidney failure, acute (See: Kidney failure, acute, also known asAcute kidney failure)",https://www.mayoclinic.org/diseases-conditions/kidney-failure/symptoms-causes/syc-20369048
"Kidney failure, chronic (See: Kidney failure, chronic, also known asChronic kidney disease)",https://www.mayoclinic.org/diseases-conditions/chronic-kidney-disease/symptoms-causes/syc-20354521
Kidney infection,https://www.mayoclinic.org/diseases-conditions/kidney-infection/symptoms-causes/syc-20353387
Kidney stones,https://www.mayoclinic.org/diseases-conditions/kidney-stones/symptoms-causes/syc-20355755
"Kissing disease (See: Kissing disease, also known asMononucleosis)",https://www.mayoclinic.org/diseases-conditions/mononucleosis/symptoms-causes/syc-20350328
"Klatskin tumor (See: Klatskin tumor, also known asHilar cholangiocarcinoma)",https://www.mayoclinic.org/diseases-conditions/hilar-cholangiocarcinoma/cdc-20354548
Kleptomania,https://www.mayoclinic.org/diseases-conditions/kleptomania/symptoms-causes/syc-20364732
Klinefelter syndrome,https://www.mayoclinic.org/diseases-conditions/klinefelter-syndrome/symptoms-causes/syc-20353949
Klippel-Trenaunay syndrome,https://www.mayoclinic.org/diseases-conditions/klippel-trenaunay/symptoms-causes/syc-20374152
Knee bursitis,https://www.mayoclinic.org/diseases-conditions/knee-bursitis/symptoms-causes/syc-20355501
Knee pain,https://www.mayoclinic.org/diseases-conditions/knee-pain/symptoms-causes/syc-20350849
"Knee, jumper's (See: Knee, jumper's, also known asPatellar tendinitis)",https://www.mayoclinic.org/diseases-conditions/patellar-tendinitis/symptoms-causes/syc-20376113
"KP (See: KP, also known asKeratosis pilaris)",https://www.mayoclinic.org/diseases-conditions/keratosis-pilaris/symptoms-causes/syc-20351149
Krabbe disease,https://www.mayoclinic.org/diseases-conditions/krabbe-disease/symptoms-causes/syc-20374178
Kyphosis,https://www.mayoclinic.org/diseases-conditions/kyphosis/symptoms-causes/syc-20374205
"Lactase deficiency (See: Lactase deficiency, also known asLactose intolerance)",https://www.mayoclinic.org/diseases-conditions/lactose-intolerance/symptoms-causes/syc-20374232
"Lactation mastitis (See: Lactation mastitis, also known asMastitis)",https://www.mayoclinic.org/diseases-conditions/mastitis/symptoms-causes/syc-20374829
Lactose intolerance,https://www.mayoclinic.org/diseases-conditions/lactose-intolerance/symptoms-causes/syc-20374232
Laryngitis,https://www.mayoclinic.org/diseases-conditions/laryngitis/symptoms-causes/syc-20374262
"Lassa fever (See: Lassa fever, also known asViral hemorrhagic fevers)",https://www.mayoclinic.org/diseases-conditions/viral-hemorrhagic-fevers/symptoms-causes/syc-20351260
"Lateral elbow tendinopathy (See: Lateral elbow tendinopathy, also known asTennis elbow)",https://www.mayoclinic.org/diseases-conditions/tennis-elbow/symptoms-causes/syc-20351987
"Lateral epicondylitis (See: Lateral epicondylitis, also known asTennis elbow)",https://www.mayoclinic.org/diseases-conditions/tennis-elbow/symptoms-causes/syc-20351987
"Lateral epicondylosis (See: Lateral epicondylosis, also known asTennis elbow)",https://www.mayoclinic.org/diseases-conditions/tennis-elbow/symptoms-causes/syc-20351987
Latex allergy,https://www.mayoclinic.org/diseases-conditions/latex-allergy/symptoms-causes/syc-20374287
Lazy eye (amblyopia),https://www.mayoclinic.org/diseases-conditions/lazy-eye/symptoms-causes/syc-20352391
"LCIS (See: LCIS, also known asLobular carcinoma in situ (LCIS))",https://www.mayoclinic.org/diseases-conditions/lobular-carcinoma-in-situ/symptoms-causes/syc-20374529
Lead poisoning,https://www.mayoclinic.org/diseases-conditions/lead-poisoning/symptoms-causes/syc-20354717
Left ventricular hypertrophy,https://www.mayoclinic.org/diseases-conditions/left-ventricular-hypertrophy/symptoms-causes/syc-20374314
"Leg fracture (See: Leg fracture, also known asBroken leg)",https://www.mayoclinic.org/diseases-conditions/broken-leg/symptoms-causes/syc-20370412
Legg-Calve-Perthes disease,https://www.mayoclinic.org/diseases-conditions/legg-calve-perthes-disease/symptoms-causes/syc-20374343
"Legionellosis (See: Legionellosis, also known asLegionnaires' disease)",https://www.mayoclinic.org/diseases-conditions/legionnaires-disease/symptoms-causes/syc-20351747
Legionnaires' disease,https://www.mayoclinic.org/diseases-conditions/legionnaires-disease/symptoms-causes/syc-20351747
Leiomyosarcoma,https://www.mayoclinic.org/diseases-conditions/leiomyosarcoma/cdc-20387733
"Lentigines, solar (See: Lentigines, solar, also known asAge spots (liver spots))",https://www.mayoclinic.org/diseases-conditions/age-spots/symptoms-causes/syc-20355859
Leukemia,https://www.mayoclinic.org/diseases-conditions/leukemia/symptoms-causes/syc-20374373
"Leukemia, acute lymphocytic (See: Leukemia, acute lymphocytic, also known asAcute lymphocytic leukemia)",https://www.mayoclinic.org/diseases-conditions/acute-lymphocytic-leukemia/symptoms-causes/syc-20369077
"Leukemia, acute myelogenous (See: Leukemia, acute myelogenous, also known asAcute myelogenous leukemia)",https://www.mayoclinic.org/diseases-conditions/acute-myelogenous-leukemia/symptoms-causes/syc-20369109
"Leukemia, chronic lymphocytic (See: Leukemia, chronic lymphocytic, also known asChronic lymphocytic leukemia)",https://www.mayoclinic.org/diseases-conditions/chronic-lymphocytic-leukemia/symptoms-causes/syc-20352428
"Leukemia, chronic myelogenous (See: Leukemia, chronic myelogenous, also known asChronic myelogenous leukemia)",https://www.mayoclinic.org/diseases-conditions/chronic-myelogenous-leukemia/symptoms-causes/syc-20352417
"Leukemia, general (See: Leukemia, general, also known asLeukemia)",https://www.mayoclinic.org/diseases-conditions/leukemia/symptoms-causes/syc-20374373
"Leukemia, hairy cell (See: Leukemia, hairy cell, also known asHairy cell leukemia)",https://www.mayoclinic.org/diseases-conditions/hairy-cell-leukemia/symptoms-causes/syc-20372956
Leukoplakia,https://www.mayoclinic.org/diseases-conditions/leukoplakia/symptoms-causes/syc-20354405
Lewy body dementia,https://www.mayoclinic.org/diseases-conditions/lewy-body-dementia/symptoms-causes/syc-20352025
Lice,https://www.mayoclinic.org/diseases-conditions/lice/symptoms-causes/syc-20374399
"Lice, body (See: Lice, body, also known asBody lice)",https://www.mayoclinic.org/diseases-conditions/body-lice/symptoms-causes/syc-20350310
Lichen nitidus,https://www.mayoclinic.org/diseases-conditions/lichen-nitidus/symptoms-causes/syc-20374424
Lichen planus,https://www.mayoclinic.org/diseases-conditions/lichen-planus/symptoms-causes/syc-20351378
"Lichen planus, oral (See: Lichen planus, oral, also known asOral lichen planus)",https://www.mayoclinic.org/diseases-conditions/oral-lichen-planus/symptoms-causes/syc-20350869
Lichen sclerosus,https://www.mayoclinic.org/diseases-conditions/lichen-sclerosus/symptoms-causes/syc-20374448
"Lichen simplex chronicus (See: Lichen simplex chronicus, also known asNeurodermatitis)",https://www.mayoclinic.org/diseases-conditions/neurodermatitis/symptoms-causes/syc-20375634
Limited scleroderma,https://www.mayoclinic.org/diseases-conditions/crest-syndrome/symptoms-causes/syc-20355535
"Lip cancer (See: Lip cancer, also known asMouth cancer)",https://www.mayoclinic.org/diseases-conditions/mouth-cancer/symptoms-causes/syc-20350997
Lip cancer,https://www.mayoclinic.org/diseases-conditions/lip-cancer/symptoms-causes/syc-20355079
"Lipodystrophy, intestinal (See: Lipodystrophy, intestinal, also known asWhipple's disease)",https://www.mayoclinic.org/diseases-conditions/whipples-disease/symptoms-causes/syc-20378946
Lipoma,https://www.mayoclinic.org/diseases-conditions/lipoma/symptoms-causes/syc-20374470
Liposarcoma,https://www.mayoclinic.org/diseases-conditions/liposarcoma/symptoms-causes/syc-20352632
Listeria infection,https://www.mayoclinic.org/diseases-conditions/listeria-infection/symptoms-causes/syc-20355269
"Listeriosis (See: Listeriosis, also known asListeria infection)",https://www.mayoclinic.org/diseases-conditions/listeria-infection/symptoms-causes/syc-20355269
"Lithiasis, renal (See: Lithiasis, renal, also known asKidney stones)",https://www.mayoclinic.org/diseases-conditions/kidney-stones/symptoms-causes/syc-20355755
Liver cancer,https://www.mayoclinic.org/diseases-conditions/liver-cancer/symptoms-causes/syc-20353659
Liver disease,https://www.mayoclinic.org/diseases-conditions/liver-problems/symptoms-causes/syc-20374502
"Liver failure, acute (See: Liver failure, acute, also known asAcute liver failure)",https://www.mayoclinic.org/diseases-conditions/acute-liver-failure/symptoms-causes/syc-20352863
Liver hemangioma,https://www.mayoclinic.org/diseases-conditions/liver-hemangioma/symptoms-causes/syc-20354234
"Liver spots (See: Liver spots, also known asAge spots (liver spots))",https://www.mayoclinic.org/diseases-conditions/age-spots/symptoms-causes/syc-20355859
"Liver, enlarged (See: Liver, enlarged, also known asEnlarged liver)",https://www.mayoclinic.org/diseases-conditions/enlarged-liver/symptoms-causes/syc-20372167
Lobular carcinoma in situ (LCIS),https://www.mayoclinic.org/diseases-conditions/lobular-carcinoma-in-situ/symptoms-causes/syc-20374529
"Lockjaw (See: Lockjaw, also known asTetanus)",https://www.mayoclinic.org/diseases-conditions/tetanus/symptoms-causes/syc-20351625
Long QT syndrome,https://www.mayoclinic.org/diseases-conditions/long-qt-syndrome/symptoms-causes/syc-20352518
"Loss of bladder control (See: Loss of bladder control, also known asUrinary incontinence)",https://www.mayoclinic.org/diseases-conditions/urinary-incontinence/symptoms-causes/syc-20352808
"Lou Gehrig's disease (See: Lou Gehrig's disease, also known asAmyotrophic lateral sclerosis (ALS))",https://www.mayoclinic.org/diseases-conditions/amyotrophic-lateral-sclerosis/symptoms-causes/syc-20354022
Low blood pressure (hypotension),https://www.mayoclinic.org/diseases-conditions/low-blood-pressure/symptoms-causes/syc-20355465
"Low blood sugar (See: Low blood sugar, also known asHypoglycemia)",https://www.mayoclinic.org/diseases-conditions/hypoglycemia/symptoms-causes/syc-20373685
"Low body temperature (See: Low body temperature, also known asHypothermia)",https://www.mayoclinic.org/diseases-conditions/hypothermia/symptoms-causes/syc-20352682
Low sex drive in women,https://www.mayoclinic.org/diseases-conditions/low-sex-drive-in-women/symptoms-causes/syc-20374554
Low sperm count,https://www.mayoclinic.org/diseases-conditions/low-sperm-count/symptoms-causes/syc-20374585
"Low testosterone (See: Low testosterone, also known asMale hypogonadism)",https://www.mayoclinic.org/diseases-conditions/male-hypogonadism/symptoms-causes/syc-20354881
"Low-flow priapism (See: Low-flow priapism, also known asPriapism)",https://www.mayoclinic.org/diseases-conditions/priapism/symptoms-causes/syc-20352005
Lung cancer,https://www.mayoclinic.org/diseases-conditions/lung-cancer/symptoms-causes/syc-20374620
"Lung collapse (See: Lung collapse, also known asPneumothorax)",https://www.mayoclinic.org/diseases-conditions/pneumothorax/symptoms-causes/syc-20350367
"Lung collapse (See: Lung collapse, also known asAtelectasis)",https://www.mayoclinic.org/diseases-conditions/atelectasis/symptoms-causes/syc-20369684
"Lung disease, interstitial (See: Lung disease, interstitial, also known asInterstitial lung disease)",https://www.mayoclinic.org/diseases-conditions/interstitial-lung-disease/symptoms-causes/syc-20353108
Lupus,https://www.mayoclinic.org/diseases-conditions/lupus/symptoms-causes/syc-20365789
Lupus nephritis,https://www.mayoclinic.org/diseases-conditions/lupus-nephritis/symptoms-causes/syc-20354335
Lyme disease,https://www.mayoclinic.org/diseases-conditions/lyme-disease/symptoms-causes/syc-20374651
